,original_annotator_labels,genre,original_label,pairID,promptID,sentence1,translation1,sentence2,translation2,hebrew_label
505,['contradiction'],travel,contradiction,35769c,35769,"A year later, in June 1840, came the British retaliation, beginning the first of the so-called Opium Wars.","שנה לאחר מכן, ביוני 1840, הגיעה התגובה הבריטית, ובכך התחילה את מה שמכונה מלחמות האופיום.",The Opium Wars began in 1850 with a Chinese surprise attack.,מלחמות האופיום החלו ב-1850 בהתקפת פתע סינית.,contradiction
506,['entailment'],travel,entailment,60725e,60725,"The wild-West town comes complete with gunfights, a wax museum, an opera house, a mini-train, horseback riding, and an extensive petting zoo.","עיירת המערב הפרוע כוללת קרבות יריות, מוזיאון שעווה, בית אופרה, רכבת מיניאטורית, רכיבה על סוסים ופינת חי רחבת ידיים.","A wax museum, gunfights, an opera house, a mini-train and a petting zoo can be found in the wild-West town.","ניתן למצוא בעיירת המערב הפרוע מוזיאון שעווה, קרבות יריות, בית אופרה, רכבת מיניאטורית ופינת חי.",entailment
507,['entailment'],travel,entailment,109398e,109398,"Deep depressions and high outcrops are blanketed by layers of green vegetation and topped by a lush canopy of trees, making travel difficult and sometimes dangerous.","יש שקעים עמוקים וצוקים גבוהים המכוסים בשכבות של צמחייה ירוקה ועליהם חופת עצים שופעת, מה שמקשה על הנסיעה ולעיתים מסוכן.",There is a lot of vegetation.,יש הרבה צמחייה.,entailment
508,['entailment'],travel,entailment,22755e,22755,"In Tivoli itself, overlooking the Roman plain, the Villa d'Este is a 16th-century counterpart, celebrating all the extravagance of the late Renaissance.","בטיבולי עצמה, המשקיפה על המישור הרומי, וילה ד'אסטה היא העתק מהמאה ה-16, החוגגת את כל השפע של הרנסנס המאוחר.",The Renaissance's extravagance is celebrated in the Villa d'Este.,וילה ד׳אסטה מתפארת ברהבתנות של הרנסנס המאוחר.,entailment
509,['contradiction'],travel,contradiction,43241c,43241,"From 1309 to 1377, Avignon was the papal seat.","מ-1309 עד 1377, אביניון הייתה מושב האפיפיור.","During this time, everyone approved of the job their leader was doing.","במהלך תקופה זו, כולם אישרו את העבודה שמנהיגם עשה.",neutral
510,['entailment'],travel,entailment,78947e,78947,On the main shopping street you will find an attractive and interesting art gallery housed in the ancient Greek basilica of Ayios Haralambos.,ברחוב הקניות הראשי תמצאו גלריית אמנות אטרקטיבית ומעניינת הנמצאת בבזיליקה היוונית העתיקה של איוס הרלמבוס.,An art gallery can be found in the ancient Greek basilica.,ניתן למצוא גלריית אמנות בבזיליקה היוונית העתיקה.,entailment
511,['contradiction'],travel,contradiction,15748c,15748,"During the events of May 1968, students used it as a factory for militant posters.","במהלך אירועי מאי 1968, סטודנטים השתמשו בו כמפעל לפוסטרים מיליטנטיים.",The students used the location to make posters in June 1956.,התלמידים השתמשו במיקום כדי להכין כרזות ביוני 1956.,neutral
512,['contradiction'],travel,contradiction,95131c,95131,"Watch for onyx from Argentina and shark-cartilage pendants from Uruguay, among other exotic items.","שימו לב לשוהם מארגנטינה ולתליונים מסחוס כריש מאורוגוואי, בין שאר הפריטים האקזוטיים.",The exotic items include goods from many countries but not Uruguay or Argentina.,הפריטים האקזוטיים כוללים סחורות ממדינות רבות אך לא אורוגוואי או ארגנטינה.,contradiction
513,['entailment'],travel,entailment,69460e,69460,It's known for showcasing important new Irish playwrights.,הוא ידוע בכך שהוא מציג מחזאים איריים חדשים וחשובים.,It has a reputation for putting on new Irish playwrights.,יש לו מוניטין של העלאת מחזאים איריים חדשים.,entailment
514,['contradiction'],travel,contradiction,84961c,84961,This information can also be found at the Malaysian Tourist Information Centre in KL.,מידע זה ניתן למצוא גם במרכז המלזי למידע תיירותי בקואלה לומפור.,The Malaysian Tourist Information Centre in KL has different information to this.,המרכז המלזי למידע תיירותי בקואלה לומפור מספק מידע שונה מזה.,contradiction
515,['entailment'],travel,entailment,13381e,13381,"While the best shows (at the Tropicana clubs in both Havana and Santiago de Cuba) are rather expensive by Cuban standards, seeing at least one big song-and-dance production in the flesh (so to speak) is de riguer.","למרות שהמופעים הטובים ביותר (במועדוני טרופיקנה בהוואנה ובסנטיאגו דה קובה) הם יקרים למדי לפי הסטנדרטים הקובניים, חובה לראות לפחות הפקת שירים-וריקודים גדולה אחת (כך אומרים).",The best shows are rather expensive by Cuban standards.,המופעים הטובים ביותר יקרים למדי בסטנדרטים קובניים.,entailment
516,['contradiction'],travel,contradiction,8781c,8781,"You'll be able to explore the Military Museum and Carriage Museum during your tour, but do take time to visit the vantage points along the western wall for wonderful views down onto vast areas of the Cityel, left unused and now decaying, and panoramic views acroseCairo.","תוכלו לחקור את מוזיאון הצבא ומוזיאון הכרכרות במהלך הסיור שלכם, אך הקדישו זמן לביקור בנקודות התצפית לאורך החומה המערבית כדי ליהנות מנופים נפלאים של אזורים נרחבים בעיר שנותרו עתה אזורי רפאים מתפוררים, ומנופים פנורמיים של קהיר.",The Military Museum and the Carriage Museum are definitely closed due to buildings fragility.,מוזיאון הצבא ומוזיאון הכרכרות סגורים בוודאות עקב מצבם הרעוע של הבניינים.,contradiction
517,['contradiction'],travel,contradiction,8477c,8477,"For those who still have some energy left after a night of revels, there is also a New Year's Day triathlon.","לאלה שעדיין נותרה להם מעט אנרגיה לאחר ליל הוללות, יש גם תחרות טריאתלון בראש השנה.",You can join the Christmas day Triathlon.,אתם יכולים להצטרף לתחרות הטריאתלון בחג המולד.,contradiction
518,['entailment'],travel,entailment,307e,307,"Strings of prayer flags stretch from the tower's pinnacle, and around the base are hundreds of small prayer wheels.","מחרוזות של דגלי תפילה נמתחות מצריח הפעמון, וסביב הבסיס יש מאות גלגלי תפילה קטנים.",Religion is important here.,דת היא דבר חשוב כאן.,neutral
519,['contradiction'],travel,contradiction,53372c,53372,"The Shore formed around the mouth of the Waters of Leith, the narrow river running through Edinburgh.","החוף נוצר סביב שפך מי הליית', הנהר הצר העובר באדינבורו.",The shore formed around a landmass without any water present.,החוף נוצר סביב גוש יבשה ללא נוכחות של מים.,contradiction
520,['neutral'],travel,neutral,7747n,7747,"A gilded Garuda, in his usual namaste pose, kneels on a pillar before the temple.","גארודה מוזהבת, בתנוחת נמסטה הרגילה שלה, כורעת על עמוד לפני המקדש.",Garuda is the guardian of this temple.,גארודה היא השומרת של מקדש זה.,neutral
521,['neutral'],travel,neutral,56474n,56474,"In the daytime the temple (open 8am 6pm) attracts worshipers, and its park attracts strollers and mah-jong players.","בשעות היום המקדש (פתוח מ-8 בבוקר עד 6 בערב) מושך אליו מתפללים, והפארק שלו מושך אליו מטיילים ושחקני מה-ג'ונג.",The park is within walking distance of the temple.,הפארק נמצא במרחק הליכה מהמקדש.,neutral
522,['entailment'],travel,entailment,38078e,38078,"Henceforth he became known as  Fatih  (Conqueror), and his newly won capital city was renamed Istanbul.","מאז ואילך הוא נודע בשם פאתיח (הכובש), ובירת עירו החדשה נקראה איסטנבול.","He became henceforth known as Fatih (Conqueror), and his newly won capital city was renamed Istanbul.","הוא נודע מעתה כפאתיח (הכובש), ובירת ממלכתו החדשה נקראה איסטנבול.",entailment
523,['entailment'],travel,entailment,92699e,92699,"In the past there have been several attempts to drain the wetlands, but this damaged not only the Great Morass but also areas of the coral reef offshore.","בעבר היו ניסיונות רבים לנקז את הביצות, אבל זה פגע לא רק בביצות הגדולות אלא גם באזורים של שונית האלמוגים הרחק מהחוף.",Draining the wetlands is bad because it damages the ecosystems.,ניקוז הביצות הוא דבר רע כי הוא פוגע במערכות האקולוגיות.,entailment
524,['entailment'],travel,entailment,87935e,87935,"Beginning west of Reid's Hotel is the newest hotel zone, known as the Zona Turista (Tourist Zone).","ממערב למלון ריד מתחיל אזור המלונות החדש ביותר, המכונה Zona Turista (אזור התיירים).",The newest hotel zone is called the Zona Turista.,אזור המלונות החדש ביותר נקרא Zona Turista.,entailment
525,['neutral'],travel,neutral,114405n,114405,"From Mykonos, you can travel to Delos, ParoseNaxos, Tinos, Androseand Syros.","ממיקונוס אתה יכול לשוט לדלוס, פארוס, נקסוס, טינוס, אנדרוס וסירוס.",You have to take a ferry to reach Delos.,אתה צריך לקחת מעבורת כדי להגיע לדלוס.,neutral
526,['entailment'],travel,entailment,56099e,56099,"If you want to learn something about tea, go to the Tea Shop at 149 Hollywood Road, or the Moon Garden Tea House at 5 Hoi Ping Road, Causeway Bay.","אם אתם רוצים ללמוד משהו על תה, לכו לחנות התה בהוליווד רואד 149, או לבית התה מון גארדן בהוי פינג רואד 5, קוזוויי ביי.",The Tea Shop at 149 Hollywood Road or Moon Garden Tea House are good places to get knowledge about tea.,חנות התה בהוליווד רואד 149 או בית התה מון גארדן הם מקומות טובים לקבל ידע על תה.,entailment
527,['entailment'],travel,entailment,20188e,20188,"The remains of the ancient city, Tel Jericho, are on the northern edge of town.","שרידי העיר העתיקה, תל יריחו, נמצאים בקצה הצפוני של העיר.",The remains of Tel Jericho are on the northern edge of town.,שרידי תל יריחו נמצאים בקצה הצפוני של העיר.,entailment
528,['contradiction'],travel,contradiction,70387c,70387,Train sets and racing car tracks will bring back childhood memories for many.,ערכות רכבת ומסלולי מכוניות מרוץ ישיבו לרבים זכרונות ילדות.,Objects have no meaning for people and don't evoke any emotion or nostalgia,לחפצים אין משמעות בעיני אנשים והם לא מעוררים שום רגש או נוסטלגיה,contradiction
529,['entailment'],travel,entailment,145936e,145936,"The temple served a specific purpose, to host the New Year celebration to the God Amun who would be represented in both his positive form, Amun Ra the sun god and his negative form, Amun-Min a lustful, wanton and outrageous demon.","המקדש שירת מטרה ספציפית, לארח את חגיגת השנה החדשה לאל אמון שקיבל ייצוג גם בצורתו החיובית, אמון-רה, אל השמש, וגם בצורתו השלילית - אמון-מין, שד תאוותני, מופקר וזוועתי.",The positive form of the God Amun was Amun Ra.,צורתו החיובית של האל אמון הייתה אמון רה.,entailment
530,['entailment'],travel,entailment,24959e,24959,"Eventually, however, the warring gave way to Viking settlement and intermarriage with the Celts.","עם זאת, בסופו של דבר המאבקים פינו את מקומם להתיישבות ויקינגית ולנישואי תערובת עם הקלטים.",The Vikings and Celts eventually began to intermingle.,הויקינגים והקלטים החלו להתערבב זה בזה בסופו של דבר.,entailment
531,['neutral'],travel,neutral,100134n,100134,Austria seized the occasion to add the Veneto to its Lombardy territories.,אוסטריה ניצלה את ההזדמנות כדי להוסיף את ונטו לטריטוריות לומברדיה.,Overtaking Veneto was a great strategic decision for Austria.,ההשתלטות על ונטו היתה החלטה אסטרטגית גדולה עבור אוסטריה.,neutral
532,['entailment'],travel,entailment,53759e,53759,"The Prince of Wales Museum, at the southern end of Mahatma Gandhi Road, has a collection of miniatures and seventh-century sculptures from the caves of Elephanta, as well as a pottery and stone tools.","מוזיאון הנסיך מוויילס, בקצה הדרומי של רחוב מהאטמה גנדי, כולל אוסף של מיניאטורות ופסלים מהמאה השביעית ממערות אלפנטה, כמו גם כלי חרס וכלי אבן.",Miniatures and sculptures from the caves of Elephanta are on display at the Prince of Wales Museum.,מיניאטורות ופסלים ממערות אלפנטה מוצגים במוזיאון הנסיך מוויילס.,entailment
533,['neutral'],travel,neutral,45156n,45156,Almost nine percent of Egyptians are Christian.,כמעט תשעה אחוזים מהמצרים הם נוצרים.,The Christian population of Egypt is shrinking.,האוכלוסייה הנוצרית של מצרים הולכת ומצטמצמת.,neutral
534,['entailment'],travel,entailment,2460e,2460,Egypt was already dominated by foreign power the Assyrians and also began increasing trade and diplomacy with the expanding Roman Empire.,"מצרים כבר נשלטה על ידי כוח זר, האשורים, וגם החלה להגדיל את היקף הסחר והדיפלומטיה עם האימפריה הרומית המתרחבת.","Although Egypt was dominated by the Assyrians, they began increasing trade with the Roman Empire.","למרות שמצרים נשלטה על ידי ממלכת אשור, היא החלה להגדיל את היקף הסחר עם האימפריה הרומית.",entailment
535,['neutral'],travel,neutral,107229n,107229,Nearby is a monument to mark the spot where Joan was burned at the stake in 1431.,בקרבת מקום נמצאת אנדרטה לציון המקום שבו ז׳אן נשרפה על המוקד בשנת 1431.,A monument to Joan is the only interesting site to visit nearby.,האנדרטה לזכר ז'אן היא האתר היחיד שמעניין לבקר בו באזור.,neutral
536,['contradiction'],travel,contradiction,70588c,70588,It also found itself famous as a worldwide bargain shopping center.,הוא גם התפרסם כמרכז קניות משתלם ברחבי העולם.,It was a national trade shopping center.,זה היה מרכז קניות סחר לאומי.,neutral
537,['neutral'],travel,neutral,21579n,21579,The Porcelain Room contains decorations created by the Buen Retiro porcelain factory of Madrid for king Carlos III in 1760.,"חדר החרסינה מכיל קישוטים שיוצרו ב-1760 ב-Buen Retiro, מפעל החרסינה של מדריד, עבור המלך קרלוס השלישי.",This porcelain factory duplicated Chinese monkey designs.,מפעל החרסינה הזה שכפל עיצובים סיניים של קופים.,neutral
538,['neutral'],travel,neutral,15259n,15259,"This Temple of Green Pines is a spacious complex containing temples and pavilions, statues, and gardens.","מקדש עצי האורן הירוקים הוא מתחם מרווח המכיל מקדשים וביתנים, פסלים וגנים.",The Temple of Green Pines is named after the abundance of pine trees it has.,מקדש עצי האורן הירוקים נקרא על שם שפע עצי האורן שיש בו.,neutral
539,['contradiction'],travel,contradiction,73164c,73164,"The famous FWI women, inevitably wearing bright earrings and flashing colors, manage to be both graceful and sensuous as they walk.","הנשים המפורסמות של FWI, שעונדות תמיד עגילים בוהקים וצבעים נוצצים, מצליחות להיות גם חינניות וגם חושניות בעת הליכתן.",The women are dressed in drab colors as they walk.,בעת הליכתן הנשים לבושות בצבעים חד גוניים.,contradiction
540,['contradiction'],travel,contradiction,63998c,63998,Here you'll find the last few Jamaican iguanas and yellow snakes.,כאן תמצאו את מעט האיגואנות הג'מייקניות והנחשים הצהובים האחרונים שנותרו.,Here you'll find a plethora of Jamaican Iguanas.,כאן תמצאו שפע של לטאות איגואנה ג'מייקניות.,contradiction
541,['neutral'],travel,neutral,13709n,13709,"The graveyard has some extremely ornate and fascinating tombs, replete with skulls and croseones and other symbols of death.","בית הקברות כולל כמה קברים מקושטים ומעניינים במיוחד, מלאים בגולגולות וצלבים וסמלים אחרים של מוות.",Some of the tombs are decorated with silver and gold embellishments.,חלק מהקברים מעוטרים בקישוטי כסף וזהב.,neutral
542,['contradiction'],travel,contradiction,27324c,27324,Just west of the monastery lies one of the geological wonders of the world.,מערבית למנזר נמצא אחד מפלאי הטבע של העולם.,None of the geological wonders of the world are near the monastery.,אף אחת מהפלאים הגיאולוגיים של העולם אינן נמצאות בקרבת המנזר.,contradiction
543,['neutral'],travel,neutral,101065n,101065,"If you take an evening tour, be prepared!","אם אתם יוצאים לסיור ערב, היו מוכנים!",The evening tour is when it is most dangerous to pickpockets.,הסיור בערב הוא הזמן המסוכן ביותר לכייסים.,neutral
544,['contradiction'],travel,contradiction,51365c,51365,"Favorite sons of Besancon include Victor Hugo, 19th-century thinker Pierre-Joseph Proudhon, and Auguste and Louis Lumiyre, inventors of cinematography.","בניה האהובים של בזאנסון כוללים את ויקטור הוגו; פייר-ז'וזף פרודון, הפילוסוף מהמאה ה-19; ואוגוסט ולואי לומייר, ממציאי הקולנוע.",Victor Hugo was the sole inventor of cinematography.,ויקטור הוגו היה הממציא היחיד של הקולנוע.,contradiction
545,['neutral'],travel,neutral,40803n,40803,"Here you can rent a car, scooter, moped, or bicycle, or catch the bus.","כאן תוכלו לשכור רכב, קטנוע, אופנוע או אופניים, או לעלות על אוטובוס.","You can rent bicycles here, but it's really expensive - often more than renting a car.","אתם יכולים לשכור כאן אופניים, אבל זה באמת יקר - לעיתים קרובות יותר מאשר לשכור מכונית.",neutral
546,['neutral'],travel,neutral,74500n,74500,"Attracted by its balmy weather and luscious orange groves, Midwesterners flocked here in the 1880s.","תושבי המערב התיכון נמשכו למזג האוויר הנוח ומטעי התפוזים העסיסיים, ונהרו לכאן בשנות ה-80 של המאה ה-19.",The Mid westerners brought a love of oatmeal and whiskey to their new home.,תושבי המערב התיכון הביאו לביתם החדש אהבה לדייסה ולוויסקי.,neutral
547,['entailment'],travel,entailment,60244e,60244,The all-hours hubbub here is infectious.,ההמולה שנמשכת כאן כל שעות היממה היא מדבקת.,The hubbub that goes on for hours is infectious.,ההמולה שנמשכת שעות היא מדבקת.,entailment
548,['neutral'],travel,neutral,113460n,113460,Note that family tickets are available for rail and bus services and that children under 16 travel at half-fare on buses and DART.,"שימו לב שניתן לרכוש כרטיסים משפחתיים לשירותי רכבת ואוטובוס, ושילדים מתחת לגיל 16 נוסעים בחצי מחיר באוטובוסים וברכבת הקלה.",The bus is $10 for adults and $5 for kids.,האוטובוס עולה 10 דולר למבוגרים ו-5 דולר לילדים.,neutral
549,['neutral'],travel,neutral,85986n,85986,"The roof has gone, but with its entablature and 14 fluted columns still standing, it is, with Athens' Theseion, the best preserved of all Greek temples.","הגג כבר איננו, אבל עם האנטבלטורה שלו ו-14 העמודים המחורצים שעדיין עומדים, הוא ותזיאון באתונה הם השמורים ביותר מכל המקדשים היווניים.",The roof was destroyed hundreds of years ago in a violent hurricane.,הגג נהרס לפני מאות שנים בהוריקן אלים.,neutral
550,['neutral'],travel,neutral,119930n,119930,And everybody seems to be smiling.,ונראה שכולם מחייכים.,They all just heard good news.,הם כולם בדיוק קיבלו חדשות טובות.,neutral
551,['neutral'],travel,neutral,133155n,133155,Rinnoji belongs to the Tendai sect of Buddhism.,רינוג'י שייך לכת הבודהיסטית טנדאי.,The Buddhism religion is formed using different sects.,דת הבודהיזם מורכבת מכתות שונות.,entailment
552,['contradiction'],travel,contradiction,62221c,62221,"Delos was a sacred island and its soil had to be kept pure; therefore, birth and death were prohibited human activities.","דלוס היה אי קדוש ואדמתו הייתה צריכה להישמר טהורה; לכן, לידה ומיתה של בני אדם היו אסורות.",People die on the island of Delos.,אנשים מתים באי דלוס.,contradiction
553,['neutral'],travel,neutral,140712n,140712,"Three km (2 miles) to the south, Nishat Bagh was laid out in 1633 by Asaf Khan, the brother of Jahangir's wife.","שלושה ק""מ (2 מייל) דרומה משם, הוקם נישאט באג ב-1633 על ידי אסאף חאן, אחיה של אשתו של ג'האנגיר.",It took Asaf Khan two years to finish the layout of Nishat Bagh.,לקח לאסאף חאן שנתיים לסיים את הקמת נישאט באג.,neutral
554,['neutral'],travel,neutral,5041n,5041,A new yacht basin to the east allows safe harbor for independent travelers.,אגן יאכטות חדש במזרח מספק לנוסעים עצמאיים נמל בטוח לעגון בו.,The yacht basin was only made available within the last decade.,אגן היאכטות הועמד לרשות הציבור רק בעשור האחרון.,neutral
555,['neutral'],travel,neutral,97728n,97728,"The building's fine Art-Deco features, from murals to gold-leaf ceiling frescoes, can be seen on an organized tour.","את מאפייני האר-דקו היפים של הבניין, מיצירות קיר ועד פרסקאות תקרה מוזהבות, אפשר לראות בסיור מאורגן.",There organized tour costs seven dollars and lasts one hour.,הסיור המאורגן עולה שבעה דולר ונמשך שעה.,neutral
556,['contradiction'],travel,contradiction,49632c,49632,Interior courtyards were beautified by some of the most ornate mosaic floors and wall frescoes in the ancient world.,את החצרות הפנימיות ייפו כמה מרצפות הפסיפס ופרסקאות הקיר המפוארים ביותר בעולם העתיק.,The interior courtyard is hideous.,החצר הפנימית נראית נורא.,contradiction
557,['contradiction'],travel,contradiction,135964c,135964,"From Morant Point, the road turns west back toward Kingston.","ממורנט פוינט, הכביש פונה מערבה חזרה לכיוון קינגסטון.","Kingston is an island, so it can only be reached by boat.","קינגסטון הוא אי, כך שאפשר להגיע אליו רק בסירה.",contradiction
558,['neutral'],travel,neutral,54873n,54873,The gold-plated sedan chairs on the left-hand side of the temple were once used for transporting the statues of the temple's gods in religious processions.,כיסאות האפיריון המצופים זהב בצד השמאלי של המקדש שימשו פעם לנשיאת פסלי האלים של המקדש בתהלוכות דתיות.,The sedan chairs at the temple are used for photos today.,כיסאות האפיריון במקדש משמשים כיום לצילומים.,neutral
559,['neutral'],travel,neutral,27520n,27520,Station Jesus is stripped; Station Jesus is nailed on to the crose and Station Jesus dies on the crose,תחנת ישו הופשטה; תחנת ישו מוסמרה לצלב ותחנת ישו מתה על הצלב,Jesus is stripped as he is nailed to the cross but he may have died from other causes.,"ישו הופשט מבגדיו לפני שמוסמר לצלב, אך ייתכן שהוא מת מסיבות אחרות.",neutral
560,['contradiction'],travel,contradiction,49851c,49851,"The largest shrine, the three-storied pyramidal Dharmaraja, at the southern end, has 50 figures, including gods, heroes, and, fascinatingly, modest subjects such as temple servants.","המקדש הגדול ביותר, דהרמארג'ה הפירמידלי בן שלוש הקומות, בקצה הדרומי, מכיל 50 דמויות, כולל אלים, גיבורים ומעניין לציין שאף נתינים צנועים, כמו משרתי המקדש.",Dharmaraja is the smallest of all the shrines and is only one story.,דהרמארג'ה הוא הקטן ביותר מכל המקדשים ויש בו רק קומה אחת.,contradiction
561,['neutral'],travel,neutral,91163n,91163,"The complex within, still home to a community of Greek Orthodox priests, is centered around the Church of St. Catherine built in 552 and dedicated to the saint when her remains were discovered nearby (on Mount St. Catherine) over 300 years later.","המתחם שבתוכו, שעדיין משמש בית לקהילה של כמרים אורתודוקסים יווניים, ממוקם סביב כנסיית סנטה קטרינה שנבנתה ב-552 והוקדשה לקדושה זו; שרידיה התגלו בקרבת מקום (בהר סנטה קטרינה) למעלה מ-300 שנה מאוחר יותר.",The same person who discovered St. Catherine's remains also built the church.,אותו אדם שגילה את שרידי סנט קתרינה גם בנה את הכנסייה.,contradiction
562,['entailment'],travel,entailment,17282e,17282,"Since then, a mass of apartment blocks and hotels has sprung up and the town has become known as an international fun city.","מאז צמחו המון בתי דירות ומלונות, והעיר התפרסמה כעיר בילוי בינלאומית.",The town has a lot of apartment blocks and hotels.,בעיר יש הרבה בתי דירות ומלונות.,entailment
563,['entailment'],travel,entailment,143707e,143707,"This towering vessel, comprising 5,600 individual parts and subsequently gilded, was the work of the German silversmith Heinrich von Harff.","כלי השיט הגבוה הזה, המורכב מ-5,600 חלקים שונים ומצופה בזהב, היה יצירתו של צורף הכסף הגרמני היינריך פון הארף.",A German silversmith created the vessel out of thousands of individual parts.,צורף גרמני יצר את הכלי מאלפי חלקים שונים.,entailment
564,['contradiction'],travel,contradiction,82293c,82293,"An annual gathering is held in June at Kerk-penar, near Edirne, 230 km (143 miles) northwest of Istanbul.","מפגש שנתי מתקיים ביוני ב-Kerk-penar, ליד אדירנה, 230 ק""מ (143 מייל) צפון-מערבית לאיסטנבול.",The annual gathering is held in September near the mountainous region of Edirne.,המפגש השנתי מתקיים בספטמבר ליד האזור ההררי של אדירנה.,contradiction
565,['entailment'],travel,entailment,12593e,12593,Lively sports bar and grill located centrally on Negril's beach.,בר ספורט וגריל תוסס הממוקם במרכז חוף נגריל.,The sports bar is very upbeat.,בר הספורט מאוד עליז.,entailment
566,['entailment'],travel,entailment,101347e,101347,"The stately pedalo for two won't go fast, and it's stable enough for adults to take small children with them.","סירת הפדלים הזוגית המרשימה לא יכולה לשוט מהר, והיא יציבה מספיק למבוגרים כדי לקחת איתם ילדים קטנים.",The pedalo for two is stable enough for adults and kids.,סירת הפדלים הזוגית יציבה מספיק למבוגרים ולילדים.,entailment
567,['neutral'],travel,neutral,129892n,129892,"Kyoto, however, boasts the most famous of them all the Fushimi-Inari Shrine in southern Kyoto.","קיוטו, עם זאת, מתגאה במפורסם ביותר מכל אלה - מקדש פושימי-אינרי בדרום קיוטו.",There are many of them all through Japan.,יש הרבה מהם בכל רחבי יפן.,neutral
568,['neutral'],travel,neutral,125882n,125882,The first man to hit the ground with a part of the body other than the feet loses the contest.,האדם הראשון שנוגע בקרקע עם חלק בגוף מלבד הרגליים מפסיד בתחרות.,The first man who touches the ground with his hands loses.,האדם הראשון שנוגע עם הידיים בקרקע מפסיד.,entailment
569,['entailment'],travel,entailment,45991e,45991,"The non-stop lift takes 55 seconds from ground to the observatory, but offers spectacular views of the city and beyond!","למעלית האקספרס לוקח 55 שניות להגיע מהקרקע לתצפית, אך מציעה נופים מרהיבים של העיר ומעבר לה!",There are great views from the lift.,מהמעלית אפשר לראות נופים נהדרים.,entailment
570,['contradiction'],travel,contradiction,24812c,24812,"Internationally acclaimed Jamaican and continental cuisine in a casual atmosphere overlooking Port Royal Marina, with views of the Kingston skyline across the bay.","מטבח ג'מייקני וקונטיננטלי עטור פרסים בינלאומיים באווירה נינוחה המשקיפה על מרינת פורט רויאל, עם נופים של קו הרקיע של קינגסטון מעבר למפרץ.",Their food is terrible.,האוכל שלהם נורא.,contradiction
571,['neutral'],travel,neutral,443n,443,"Lesvos, Chios, and Samos lay in the important shipping lanes, and patriots began disrupting Ottoman cargo traffic.","לסבוס, כיוס וסאמוס שוכנות בנתיבי השיט החשובים, והפטריוטים החלו לשבש את תנועת המטען העות'מאנית.","The important shipping lanes comprehend Lesvos, Chios and Samos, said the teacher.","נתיבי השיט החשובים כוללים את לסבוס, כיוס וסאמוס, אמר המורה. ",entailment
572,['entailment'],travel,entailment,49289e,49289,"Off limits to non-Hindus, it can be viewed from an observation platform specially erected for the purpose by Lord Curzon.","עבור מי שאינו הינדי הוא מחוץ לתחום, אבל אפשר לצפות בו ממרפסת תצפית שהקים לורד קרזון במיוחד למטרה זו.","People who are not Hindus cannot enter, but they can look at it from an observation platform.","אנשים שאינם הינדים לא יכולים להיכנס, אבל הם יכולים להסתכל לשם ממרפסת תצפית.",entailment
573,['entailment'],travel,entailment,19433e,19433,"The field of Kermario has a dolmen (chamber built of flat slabs on pillars) and 1,029 menhirs in 10 rows.","בשדה קרמריו יש דולמן (חדר בנוי מלוחות שטוחות על עמודים) ו-1,029 מנהירים ב-10 שורות.","In the Kermario field lies 1,029 menhirs in 10 rows.","בשדה קרמריו מוצבים 1,029 מנהירים ב-10 שורות.",entailment
574,['neutral'],travel,neutral,88494n,88494,"For such a small tract of land, the geology of the Lake District is actually very complex.","בשביל שטח אדמה קטן כל כך, הגיאולוגיה של אזור האגמים דווקא מאוד מורכבת.","There are many hidden paths to, from and within Lake District that are not easily observable at first glance.","ישנם שבילים נסתרים רבים אל אזור האגמים, מתוכו ובתחומיו, שלא ניתן לראות בקלות במבט ראשון.",neutral
575,['contradiction'],travel,contradiction,108342c,108342,Free samples are not always given at the end of visits and the champagne houses may not be the cheapest places to buy champagne.,"לא תמיד מקבלים דוגמיות חינם בסוף הביקורים, ובתי השמפניה הם כנראה לא המקומות הזולים ביותר לקנות שמפניה.",Champagne houses are the least expensive places to buy champagne.,בתי שמפניה הם המקומות הכי זולים לקנות שמפניה.,contradiction
576,['neutral'],travel,neutral,25589n,25589,Watch the illuminated keno board above you to see if enough of your numbers come up to win.,עקוב אחר לוח הקנו המואר מעליך כדי לראות אם עולים לך מספיק מספרים כדי שתוכל לזכות.,The keno board lights up and tells you what numbers were picked.,לוח הקנו נדלק ומראה לך אילו מספרים נבחרו.,entailment
577,['neutral'],travel,neutral,66988n,66988,"Yung Shue Wan is still a very British residential enclave, with many nice pubs.","יונג שו וואן היא עדיין מובלעת מגורים בריטית מאוד, עם הרבה פאבים נחמדים.",The pubs in Yung Shue Wan are very expensive.,הפאבים ביונג שו וואן יקרים מאוד.,neutral
578,['neutral'],travel,neutral,143878n,143878,"In jail at the same time, for  incitement to rebellion,  was Congress Party member Jawaharlal Nehru, who was British-educated but also a Brahman intellectual, as his honorary title of Pandit suggested.","באותו הזמן היה בכלא, בשל הסתה למרד, חבר מפלגת הקונגרס ג'ווהרלל נהרו, שהתחנך בבריטניה אך היה גם אינטלקטואל ברהמני, כפי שמרמז תואר הכבוד שלו - פאנדיט.","Jawaharlal Nehru was educated in Britain, but was not a Brahman intellectual.","ג'ווהרלל נהרו התחנך בבריטניה, אך לא היה אינטלקטואל ברמהין.",contradiction
